color,fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality,Rand
1,6.7,0.18,0.28,10.2,0.039,29,115,0.99469,3.11,0.45,10.9,7,0.1479030512
1,7,0.16,0.3,2.6,0.043,34,90,0.99047,2.88,0.47,11.2,6,0.8782850669
0,8.1,0.66,0.22,2.2,0.069,9,23,0.9968,3.3,1.2,10.3,5,0.2163828374
1,7,0.22,0.26,9.2,0.027,37,122,0.99228,3.06,0.34,12.5,8,0.7390974907
0,7.7,0.75,0.27,3.8,0.11,34,89,0.99664,3.24,0.45,9.3,5,0.8497033517
1,7.4,0.32,0.55,16.6,0.056,53,238,1.0017,2.96,0.58,8.7,6,0.7169394542
0,7.4,0.64,0.07,1.8,0.1,8,23,0.9961,3.3,0.58,9.6,5,0.7318897001
1,6.6,0.37,0.07,1.4,0.048,58,144,0.9922,3.17,0.38,10,5,0.3355600194
0,7,0.45,0.34,2.7,0.082,16,72,0.998,3.55,0.6,9.5,5,0.9387193597
1,7.9,0.345,0.51,15.3,0.047,54,171,0.9987,3.09,0.51,9.1,5,0.7862395688
1,6.4,0.24,0.28,11.5,0.05,34,163,0.9969,3.31,0.45,9.5,5,0.8398287138
1,7.8,0.25,0.34,13.7,0.044,66,184,0.99976,3.22,0.75,8.9,5,0.111081311
1,9.4,0.17,0.55,1.6,0.049,14,94,0.9949,3.02,0.61,10.3,6,0.20691147
1,7.2,0.26,0.4,6.3,0.047,52,172,0.99573,3.18,0.53,9.5,6,0.4524780482
1,5.9,0.29,0.16,7.9,0.044,48,197,0.99512,3.21,0.36,9.4,5,0.2120966818
0,7.1,0.43,0.42,5.5,0.071,28,128,0.9973,3.42,0.71,10.5,5,0.0248258209
1,6.5,0.32,0.12,11.5,0.033,35,165,0.9974,3.22,0.32,9,5,0.2053088453
1,6.7,0.24,0.3,10.2,0.07,44,179,0.99666,2.86,0.46,8.9,6,0.4791259749
1,6.5,0.24,0.39,17.3,0.052,22,126,0.99888,3.11,0.47,9.2,6,0.938635217
0,7.9,0.545,0.06,4,0.087,27,61,0.9965,3.36,0.67,10.7,6,0.6649934901
1,7.2,0.24,0.29,3,0.036,17,117,0.99411,3.36,0.68,10.1,6,0.0872228704
1,5.6,0.16,0.27,1.4,0.044,53,168,0.9918,3.28,0.37,10.1,6,0.7685215133
1,5.8,0.28,0.27,2.6,0.054,30,156,0.9914,3.53,0.42,12.4,5,0.2245693463
0,6.8,0.815,0,1.2,0.267,16,29,0.99471,3.32,0.51,9.8,3,0.38945801
0,6.8,0.65,0.02,2.1,0.078,8,15,0.99498,3.35,0.62,10.4,6,0.0660336344
1,7.4,0.18,0.24,1.4,0.047,21,106,0.99383,3.52,0.64,10.5,7,0.239927202
1,7,0.15,0.38,2.2,0.047,33,96,0.9928,3.13,0.39,10.4,8,0.8437423562
1,6.5,0.33,0.28,6.1,0.018,41,103,0.99122,3.24,0.32,12.2,6,0.6604266851
1,7.9,0.33,0.28,31.6,0.053,35,176,1.0103,3.15,0.38,8.8,6,0.2762719346
1,7,0.26,0.59,1.4,0.037,40,120,0.9918,3.34,0.41,11.1,7,0.8868312521
1,6.1,0.28,0.32,2.5,0.042,23,218.5,0.9935,3.27,0.6,9.8,5,0.9497106106
1,7.8,0.49,0.49,7,0.043,29,149,0.9952,3.21,0.33,10,5,0.3281909358
0,7.2,0.66,0.03,2.3,0.078,16,86,0.99743,3.53,0.57,9.7,5,0.9511527908
1,7.1,0.39,0.79,1.4,0.194,23,90,0.99212,3.17,0.46,10.5,6,0.1277720097
1,9,0.26,0.34,6.7,0.029,21,162,0.99497,3.08,0.5,10.6,6,0.809002385
0,6.5,0.88,0.03,5.6,0.079,23,47,0.99572,3.58,0.5,11.2,4,0.0253529914
1,7.1,0.27,0.27,10.4,0.041,26,114,0.99335,3.04,0.52,11.5,7,0.2028057675
0,7,0.655,0.16,2.1,0.074,8,25,0.99606,3.37,0.55,9.7,5,0.9316715545
1,6.2,0.76,0.01,3.2,0.041,18,120,0.99026,3.2,0.94,13.7,7,0.0849612106
1,6.9,0.28,0.24,2.1,0.034,49,121,0.98882,2.98,0.43,13.2,7,0.8206800956
1,6.3,0.22,0.34,5,0.032,36,93,0.99012,3.27,0.36,13.5,7,0.1201026249
1,7,0.22,0.28,1.5,0.037,29,115,0.9927,3.11,0.55,10.5,6,0.4877819743
1,6.3,0.34,0.31,6,0.02,18,68,0.98981,3.22,0.29,13.4,7,0.6012646342
1,6.9,0.24,0.4,15.4,0.052,81,198,0.9986,3.2,0.69,9.4,5,0.8521321719
1,8.2,0.15,0.48,2.7,0.052,24,190,0.995,3.5,0.45,10.9,7,0.6730473698
1,8.3,0.22,0.34,1.1,0.043,20,116,0.9927,3,0.47,10.2,6,0.4123157666
0,8.6,0.37,0.65,6.4,0.08,3,8,0.99817,3.27,0.58,11,5,0.1329710118
1,6.4,0.28,0.44,7.1,0.048,49,179,0.99528,3.15,0.48,9.2,5,0.0751577395
1,6.2,0.3,0.42,2.2,0.036,28,128,0.9901,3.13,0.38,11.6,6,0.4550560347
1,7.1,0.18,0.36,1.4,0.043,31,87,0.9898,3.26,0.37,12.7,7,0.397766764
1,6.3,0.35,0.3,5.7,0.035,8,97,0.9927,3.27,0.41,11,7,0.1439082278
1,7.3,0.41,0.24,6.8,0.057,41,163,0.9949,3.2,0.41,9.9,6,0.7414456229
0,8.6,0.45,0.31,2.6,0.086,21,50,0.9982,3.37,0.91,9.9,6,0.2527736379
1,7.3,0.36,0.62,7.1,0.033,48,185,0.99472,3.14,0.62,10.6,6,0.4804723449
0,7.5,0.59,0.22,1.8,0.082,43,60,0.99499,3.1,0.42,9.2,5,0.5507204838
1,5,0.33,0.16,1.5,0.049,10,97,0.9917,3.48,0.44,10.7,6,0.4812503869
0,8.2,0.28,0.6,3,0.104,10,22,0.99828,3.39,0.68,10.6,5,0.3606989945
1,7.9,0.3,0.6,1.85,0.048,13,106,0.99331,3.24,0.49,11.85,5,0.6242438385
1,7,0.24,0.35,1.5,0.052,51,128,0.9941,3.41,0.59,10.4,7,0.6286370698
1,6.8,0.29,0.32,1.8,0.032,18,130,0.99095,3.05,0.62,11.2,6,0.3979352976
1,7.6,0.21,0.6,2.1,0.046,47,165,0.9936,3.05,0.54,10.1,7,0.4378399795
1,7.8,0.26,0.49,3.2,0.027,28,87,0.9919,3.03,0.32,11.3,7,0.9292900944
1,7.2,0.29,0.18,8.2,0.042,41,180,0.99644,3.16,0.49,9.1,5,0.2861270781
0,11.1,0.45,0.73,3.2,0.066,6,22,0.9986,3.17,0.66,11.2,6,0.0459507466
0,7,0.43,0.3,2,0.085,6,39,0.99346,3.33,0.46,11.9,6,0.8802249192
1,6.1,0.27,0.25,1.8,0.041,9,109,0.9929,3.08,0.54,9,5,0.8365214986
0,8.8,0.955,0.05,1.8,0.075,5,19,0.99616,3.3,0.44,9.6,4,0.5536152341
0,7.2,0.38,0.3,1.8,0.073,31,70,0.99685,3.42,0.59,9.5,6,0.258230221
1,6.8,0.21,0.62,6.4,0.041,7,113,0.99358,2.96,0.59,10.2,5,0.8322880459
1,6.5,0.22,0.19,1.1,0.064,36,191,0.99297,3.05,0.5,9.5,6,0.3419856539
1,6.2,0.3,0.17,2.8,0.04,24,125,0.9939,3.01,0.46,9,5,0.5885355254
1,7.2,0.4,0.62,10.8,0.041,70,189,0.9976,3.08,0.49,8.6,4,0.5038776393
1,6.5,0.27,0.4,10,0.039,74,227,0.99582,3.18,0.5,9.4,5,0.0883582549
1,7.1,0.34,0.2,6.1,0.063,47,164,0.9946,3.17,0.42,10,5,0.0742162787
0,8.3,0.58,0.13,2.9,0.096,14,63,0.9984,3.17,0.62,9.1,6,0.8596673161
1,7.1,0.28,0.26,1.9,0.049,12,86,0.9934,3.15,0.38,9.4,5,0.7685766984
1,6.4,0.26,0.4,1.7,0.179,5,60,0.9925,3.09,0.54,10.1,5,0.4639653896
1,7.2,0.23,0.38,14.3,0.058,55,194,0.9979,3.09,0.44,9,6,0.8985713981
1,5.8,0.12,0.21,1.3,0.056,35,121,0.9908,3.32,0.33,11.4,6,0.0146264071
1,6.1,0.17,0.27,1.5,0.056,45,135,0.9924,3.2,0.43,10.2,6,0.7136634048
1,6.9,0.28,0.22,10,0.052,36,131,0.99696,3.08,0.46,9.6,5,0.8030145823
1,5.5,0.24,0.45,1.7,0.046,22,113,0.99224,3.22,0.48,10,5,0.0059247282
1,7.4,0.16,0.27,15.5,0.05,25,135,0.9984,2.9,0.43,8.7,7,0.1540200454
1,7.4,0.19,0.31,14.5,0.045,39,193,0.9986,3.1,0.5,9.2,6,0.6397923985
1,6.5,0.16,0.34,1.4,0.029,29,133,0.99108,3.33,0.64,11.5,7,0.658679049
1,7.1,0.21,0.32,2.2,0.037,28,141,0.993,3.2,0.57,10,7,0.0267827432
1,8.6,0.17,0.28,2.7,0.047,38,150,0.99365,3.1,0.56,10.8,6,0.7998222504
1,7.4,0.16,0.33,1.2,0.042,47,121,0.99198,3.04,0.68,10.5,7,0.6475835382
1,6.9,0.41,0.33,10.1,0.043,28,152,0.9968,3.2,0.52,9.4,5,0.6157396284
1,5.8,0.23,0.27,1.8,0.043,24,69,0.9933,3.38,0.31,9.4,6,0.8572385937
1,8.5,0.3,0.28,3.1,0.054,54,174,0.99543,3.21,0.43,9.4,6,0.3902841716
1,8.6,0.37,0.7,12.15,0.039,21,158,0.9983,3,0.73,9.3,6,0.0926618634
0,5.4,0.42,0.27,2,0.092,23,55,0.99471,3.78,0.64,12.3,7,0.4216849892
1,6.8,0.25,0.24,4.55,0.053,41,211,0.9955,3.37,0.67,9.5,6,0.0268366758
1,5.9,0.17,0.28,0.7,0.027,5,28,0.98985,3.13,0.32,10.6,5,0.359160821
1,5.7,0.43,0.3,5.7,0.039,24,98,0.992,3.54,0.61,12.3,7,0.2332482077
1,7.6,0.3,0.25,4.3,0.054,22,111,0.9956,3.12,0.49,9.2,5,0.7213153588
1,6.6,0.17,0.26,7.4,0.052,45,128,0.99388,3.16,0.37,10,6,0.4522042153
1,5.8,0.26,0.29,1,0.042,35,101,0.99044,3.36,0.48,11.4,7,0.2753186033
1,5.1,0.11,0.32,1.6,0.028,12,90,0.99008,3.57,0.52,12.2,6,0.924081973
0,8.7,0.54,0.26,2.5,0.097,7,31,0.9976,3.27,0.6,9.3,6,0.4023550667
1,7.4,0.16,0.3,13.7,0.056,33,168,0.99825,2.9,0.44,8.7,7,0.1400876627
1,6.7,0.25,0.36,8.6,0.037,63,206,0.99553,3.18,0.5,9.6,5,0.339393124
1,8.3,0.4,0.38,1.1,0.038,15,75,0.9934,3.03,0.43,9.2,5,0.122470875
1,5.4,0.29,0.38,1.2,0.029,31,132,0.98895,3.28,0.36,12.4,6,0.2107118496
0,13.4,0.27,0.62,2.6,0.082,6,21,1.0002,3.16,0.67,9.7,6,0.5938664856
1,8,0.3,0.28,5.7,0.044,31,124,0.9948,3.16,0.51,10.2,6,0.8855338166
1,7.3,0.19,0.27,13.9,0.057,45,155,0.99807,2.94,0.41,8.8,8,0.2462104701
1,6.9,0.24,0.23,7.1,0.041,20,97,0.99246,3.1,0.85,11.4,6,0.2064432912
0,7.7,0.61,0.18,2.4,0.083,6,20,0.9963,3.29,0.6,10.2,6,0.8392990222
0,7,0.6,0.12,2.2,0.083,13,28,0.9966,3.52,0.62,10.2,7,0.6372479673
0,6.6,0.705,0.07,1.6,0.076,6,15,0.9962,3.44,0.58,10.7,5,0.3796176466
1,7.2,0.24,0.34,1.1,0.045,3,64,0.9913,3.23,0.51,11.4,5,0.5639781242
1,6.3,0.27,0.51,7.6,0.049,35,200,0.99548,3.16,0.54,9.4,4,0.8446764916
1,5.9,0.23,0.24,3.8,0.038,61,152,0.99139,3.31,0.5,11.3,7,0.1066768127
1,6.5,0.3,0.39,7.8,0.038,61,219,0.9959,3.19,0.5,9.4,5,0.6269941207
1,6.8,0.41,0.3,8.8,0.045,28,131,0.9953,3.12,0.59,9.9,5,0.067446531
1,7,0.27,0.41,18.75,0.042,34,157,1.0002,2.96,0.5,9.1,5,0.9515652668
1,6.4,0.26,0.21,8.2,0.05,51,182,0.99542,3.23,0.48,9.5,5,0.075722893
0,8.6,0.725,0.24,6.6,0.117,31,134,1.0014,3.32,1.07,9.3,5,0.6791610308
1,7.2,0.2,0.3,2,0.039,43,188,0.9911,3.3,0.41,12,6,0.9502708719
1,8.1,0.27,0.35,1.7,0.03,38,103,0.99255,3.22,0.63,10.4,8,0.0624717318
1,6.7,0.23,0.26,1.4,0.06,33,154,0.9934,3.24,0.56,9.5,6,0.8591227357
0,9.2,0.41,0.5,2.5,0.055,12,25,0.9952,3.34,0.79,13.3,7,0.607460693
0,6.1,0.4,0.16,1.8,0.069,11,25,0.9955,3.42,0.74,10.1,7,0.2568143639
1,6.7,0.41,0.01,2.8,0.048,39,137,0.9942,3.24,0.35,9.5,5,0.6592130139
1,9.8,0.25,0.74,10,0.056,36,225,0.9977,3.06,0.43,10,4,0.2075684525
0,6.4,0.4,0.23,1.6,0.066,5,12,0.9958,3.34,0.56,9.2,5,0.7773445346
1,6.9,0.23,0.41,8,0.03,30,114,0.99368,3.22,0.54,11,6,0.5602856118
1,5.8,0.3,0.27,1.7,0.014,45,104,0.98914,3.4,0.56,12.6,7,0.546348802
1,7,0.35,0.31,1.8,0.069,15,162,0.9944,3.18,0.47,9.4,5,0.9506239002
0,7,0.36,0.21,2.4,0.086,24,69,0.99556,3.4,0.53,10.1,6,0.0258794988
1,6.7,0.14,0.46,1.6,0.036,15,92,0.99264,3.37,0.49,10.9,5,0.0062170385
1,6.2,0.16,0.32,1.1,0.036,74,184,0.99096,3.22,0.41,11,6,0.7350550117
1,6.4,0.27,0.29,10.8,0.028,17,118,0.99356,3.18,0.37,11.2,6,0.1853008599
1,6.6,0.23,0.37,8.5,0.036,46,153,0.99576,3.2,0.48,9.4,6,0.898256741
1,6.5,0.32,0.12,11.5,0.033,35,165,0.9974,3.22,0.32,9,5,0.8916182113
1,6.8,0.11,0.27,8.6,0.044,45,104,0.99454,3.2,0.37,9.9,6,0.9472893495
1,7.7,0.43,1,19.95,0.032,42,164,0.99742,3.29,0.5,12,6,0.5023096709
0,7.7,0.56,0.2,2,0.075,9,39,0.9987,3.48,0.62,9.3,5,0.9081534012
1,5.7,0.21,0.24,2.3,0.047,60,189,0.995,3.65,0.72,10.1,6,0.2997108451
0,8.7,0.675,0.1,1.6,0.09,4,11,0.99745,3.31,0.65,9.55,5,0.8920556807
1,8.2,0.37,0.36,1,0.034,17,93,0.9906,3.04,0.32,11.7,8,0.2471425282
1,7.2,0.24,0.36,2,0.029,21,63,0.99076,3.13,0.63,12.5,6,0.6751579244
1,7.5,0.26,0.31,1.6,0.032,36,109,0.99044,2.97,0.43,11.9,6,0.2531276601
1,6.2,0.25,0.31,3.2,0.03,32,150,0.99014,3.18,0.31,12,6,0.1596628691
1,6,0.19,0.26,12.4,0.048,50,147,0.9972,3.3,0.36,8.9,6,0.684511184
0,7.3,0.4,0.3,1.7,0.08,33,79,0.9969,3.41,0.65,9.5,6,0.2603474031
1,6.8,0.18,0.28,1.1,0.027,32,112,0.99089,3.15,0.45,11,7,0.3135398191
1,6.7,0.47,0.29,4.75,0.034,29,134,0.99056,3.29,0.46,13,7,0.3539650908
1,6.5,0.21,0.28,1.4,0.046,26,66,0.99199,3.43,0.48,11.1,6,0.2272041936
1,7,0.16,0.3,2.6,0.043,34,90,0.99047,2.88,0.47,11.2,6,0.8149542459
1,6.8,0.28,0.43,7.6,0.03,30,110,0.99164,3.08,0.59,12.5,8,0.350838189
0,7.1,0.66,0,2.4,0.052,6,11,0.99318,3.35,0.66,12.7,7,0.6213420697
0,7.7,0.96,0.2,2,0.047,15,60,0.9955,3.36,0.44,10.9,5,0.1002422129
0,6.6,0.44,0.15,2.1,0.076,22,53,0.9957,3.32,0.62,9.3,5,0.6501072699
1,7.2,0.32,0.36,2,0.033,37,114,0.9906,3.1,0.71,12.3,7,0.1058085405
1,6.7,0.11,0.26,14.8,0.053,44,95,0.99676,3.2,0.35,9.8,6,0.9898685976
0,7.5,0.51,0.02,1.7,0.084,13,31,0.99538,3.36,0.54,10.5,6,0.2649895079
1,6.9,0.32,0.17,7.6,0.042,69,219,0.9959,3.13,0.4,8.9,5,0.2258323834
0,7.3,0.67,0.02,2.2,0.072,31,92,0.99566,3.32,0.68,11.0666666667,6,0.1108088701
1,7.5,0.26,0.59,11.8,0.046,58,164,0.99814,3.17,0.46,8.9,4,0.4496365241
1,6.8,0.21,0.27,18.15,0.042,41,146,1.0001,3.3,0.36,8.7,5,0.9384027168
1,6.5,0.18,0.29,1.7,0.035,39,144,0.9927,3.49,0.5,10.5,6,0.049142566
1,7,0.35,0.17,1.1,0.049,7,119,0.99297,3.13,0.36,9.7,6,0.7481426271
1,5.8,0.58,0,1.5,0.02,33,96,0.98918,3.29,0.38,12.4,6,0.3544192798
0,6.4,0.57,0.02,1.8,0.067,4,11,0.997,3.46,0.68,9.5,5,0.1798167308
1,7.4,0.37,0.26,9.6,0.05,33,134,0.99608,3.13,0.46,10.4,5,0.667448248
1,6.4,0.55,0.26,9.6,0.027,20,104,0.9924,3.22,0.73,13.1,6,0.3084766746
1,6.6,0.33,0.24,16.05,0.045,31,147,0.99822,3.08,0.52,9.2,5,0.3005894604
1,7.5,0.26,0.25,1.7,0.038,29,129,0.99312,3.45,0.56,10.4,6,0.483898242
1,6.4,0.17,0.27,6.7,0.036,88,223,0.9948,3.28,0.35,10.2,6,0.4449150057
1,6.8,0.19,0.32,7.05,0.019,54,188,0.9935,3.25,0.37,11.1,8,0.786723132
0,7.4,0.7,0,1.9,0.076,11,34,0.9978,3.51,0.56,9.4,5,0.5620679462
1,7.3,0.21,0.21,1.6,0.046,35,133,0.99466,3.38,0.46,10,6,0.8565507899
1,8,0.22,0.32,10.4,0.043,63,201,0.997,3.11,0.53,9.5,6,0.6693114017
1,6.1,0.6,0.12,1.8,0.05,11,76,0.99268,3.42,0.48,10.4,4,0.4323892549
0,13,0.47,0.49,4.3,0.085,6,47,1.0021,3.3,0.68,12.7,6,0.6008745171
0,7.2,0.52,0.07,1.4,0.074,5,20,0.9973,3.32,0.81,9.6,6,0.4166339771
0,12,0.38,0.56,2.1,0.093,6,24,0.99925,3.14,0.71,10.9,6,0.063652721
0,10.7,0.52,0.38,2.6,0.066,29,56,0.99577,3.15,0.79,12.1,7,0.1595889307
1,6.6,0.25,0.25,1.3,0.04,28,85,0.98984,2.87,0.48,11.2,6,0.8409893804
1,8,0.13,0.25,1.1,0.033,15,86,0.99044,2.98,0.39,11.2,8,0.219741849
0,7.1,0.75,0.01,2.2,0.059,11,18,0.99242,3.39,0.4,12.8,6,0.5930880248
1,6.1,0.25,0.28,10,0.055,56,131,0.994,3.22,0.35,10.9,6,0.8599569818
1,7.4,0.19,0.31,14.5,0.045,39,193,0.9986,3.1,0.5,9.2,6,0.9222184096
1,7.8,0.25,0.34,13.7,0.044,66,184,0.99976,3.22,0.75,8.9,5,0.2571369985
0,6.8,0.47,0.08,2.2,0.064,18,38,0.99553,3.3,0.65,9.6,6,0.1371425712
0,9.4,0.685,0.26,2.4,0.082,23,143,0.9978,3.28,0.55,9.4,5,0.0580126611
1,7.6,0.26,0.47,1.6,0.068,5,55,0.9944,3.1,0.45,9.6,5,0.2169872401
1,7,0.32,0.31,6.4,0.031,38,115,0.99235,3.38,0.58,12.2,7,0.8745572397
1,5.9,0.28,0.14,8.6,0.032,30,142,0.99542,3.28,0.44,9.5,6,0.6553301259
1,7.5,0.29,0.24,9.9,0.058,25,115,0.99567,3.15,0.46,10.9,5,0.4487754619
1,6.1,0.31,0.58,5,0.039,36,114,0.9909,3.3,0.6,12.3,8,0.9057336664
1,7.4,0.19,0.49,6.7,0.037,15,110,0.9938,3.2,0.38,11,7,0.2577960202
1,6.2,0.25,0.54,7,0.046,58,176,0.99454,3.19,0.7,10.4,5,0.279493253
1,6.6,0.45,0.43,7.2,0.064,31,186,0.9954,3.12,0.44,9.4,5,0.9891245358
1,8.5,0.17,0.49,8.8,0.048,23,108,0.9947,2.88,0.34,10.5,4,0.1741912425
0,7.3,0.39,0.31,2.4,0.074,9,46,0.9962,3.41,0.54,9.4,6,0.2538524796
0,12.8,0.3,0.74,2.6,0.095,9,28,0.9994,3.2,0.77,10.8,7,0.420408044
1,6,0.31,0.32,7.4,0.175,47,159,0.9952,3.19,0.5,9.4,6,0.6039165305
1,6,0.41,0.05,1.5,0.063,17,120,0.9932,3.21,0.56,9.2,6,0.167067263
0,8.8,0.55,0.04,2.2,0.119,14,56,0.9962,3.21,0.6,10.9,6,0.7501065084
0,10.3,0.27,0.24,2.1,0.072,15,33,0.9956,3.22,0.66,12.8,6,0.8872162348
1,7.1,0.25,0.3,2.4,0.042,25,122,0.994,3.43,0.61,10.5,6,0.7831183206
1,8.5,0.2,0.4,1.1,0.046,31,106,0.99194,3,0.35,10.5,4,0.0349647386
1,5.1,0.33,0.22,1.6,0.027,18,89,0.9893,3.51,0.38,12.5,7,0.0064950055
1,5.9,0.26,0.24,2.4,0.046,27,132,0.99234,3.63,0.73,11.3,5,0.4618303298
1,7.2,0.27,0.27,2.4,0.048,30,149,0.9936,3.1,0.51,9.2,6,0.8024967238
1,9,0.31,0.49,6.9,0.034,26,91,0.9937,2.99,0.34,11.5,5,0.8224379898
1,7.4,0.18,0.3,8.8,0.064,26,103,0.9961,2.94,0.56,9.3,5,0.3829478244
0,8.9,0.31,0.36,2.6,0.056,10,39,0.99562,3.4,0.69,11.8,5,0.6303742034
1,4.7,0.335,0.14,1.3,0.036,69,168,0.99212,3.47,0.46,10.5,5,0.9935647675
1,8.1,0.24,0.26,11,0.043,41,211,0.99676,3.11,0.49,10,6,0.3849808276
1,6.5,0.21,0.37,2.5,0.048,70,138,0.9917,3.33,0.75,11.4,7,0.6690809606
0,10.3,0.53,0.48,2.5,0.063,6,25,0.9998,3.12,0.59,9.3,6,0.9094413698
1,6.9,0.33,0.26,5,0.027,46,143,0.9924,3.25,0.43,11.2,7,0.3196393857
1,8,0.28,0.32,7.6,0.045,61,204,0.99543,3.1,0.55,10.1,6,0.4071989236
1,7.7,0.43,0.28,4.5,0.046,33,102,0.9918,3.16,0.56,12.2,7,0.6398984196
1,5.6,0.12,0.33,2.9,0.044,21,73,0.98896,3.17,0.32,12.9,8,0.2058374863
0,7.7,0.49,0.26,1.9,0.062,9,31,0.9966,3.39,0.64,9.6,5,0.8926767842
0,10.4,0.33,0.63,2.8,0.084,5,22,0.9998,3.26,0.74,11.2,7,0.9721154599
1,7.1,0.44,0.62,11.8,0.044,52,152,0.9975,3.12,0.46,8.7,6,0.2259529612
1,6.7,0.31,0.3,2.4,0.038,30,83,0.98867,3.09,0.36,12.8,7,0.8765867667
1,8.2,0.31,0.43,7,0.047,18,87,0.99628,3.23,0.64,10.6,5,0.7831867926
0,7,0.685,0,1.9,0.099,9,22,0.99606,3.34,0.6,9.7,5,0.6064375686
0,7.6,0.54,0.02,1.7,0.085,17,31,0.99589,3.37,0.51,10.4,6,0.3519845824
1,6.8,0.19,0.32,7.6,0.049,37,107,0.99332,3.12,0.44,10.7,7,0.046617897
1,6.8,0.24,0.33,3.2,0.049,68,161,0.99324,3.1,0.69,10.2,6,0.2341181908
1,7.7,0.32,0.62,10.6,0.036,56,153,0.9978,3.13,0.44,8.9,6,0.5274464043
1,6.4,0.29,0.18,15,0.04,21,116,0.99736,3.14,0.5,9.2,5,0.4076201159
1,8.3,0.2,0.49,1.7,0.04,34,169,0.9938,3.05,0.37,10.1,5,0.7885471592
0,7.3,0.43,0.24,2.5,0.078,27,67,0.99648,3.6,0.59,11.1,6,0.1379902593
1,6.2,0.21,0.24,1.2,0.051,31,95,0.99036,3.24,0.57,11.3,6,0.4162145343
1,5.9,0.2,0.4,1.3,0.047,23,92,0.99232,3.2,0.45,10,6,0.8031043389
1,6.9,0.26,0.29,4.2,0.043,33,114,0.9902,3.16,0.31,12.5,6,0.9036027431
1,6,0.34,0.29,6.1,0.046,29,134,0.99462,3.48,0.57,10.7,6,0.960249013
1,7.3,0.34,0.21,3.2,0.05,14,136,0.9936,3.25,0.44,10.2,5,0.1938692818
1,6.9,0.39,0.4,4.6,0.022,5,19,0.9915,3.31,0.37,12.6,3,0.6830080405
1,5.6,0.18,0.29,2.3,0.04,5,47,0.99126,3.07,0.45,10.1,4,0.9503328882
1,5.6,0.295,0.2,2.2,0.049,18,134,0.99378,3.21,0.68,10,5,0.431207937
1,6.8,0.33,0.28,1.2,0.032,38,131,0.9889,3.19,0.41,13,6,0.752826279
0,12.3,0.39,0.63,2.3,0.091,6,18,1.0004,3.16,0.49,9.5,5,0.4922719386
1,6.4,0.3,0.45,3.5,0.197,76,180,0.9942,3.02,0.39,9.1,6,0.0176763288
1,6.9,0.19,0.49,6.6,0.036,49,172,0.9932,3.2,0.27,11.5,6,0.7092686293
1,7.7,0.3,0.23,2,0.068,28,138,0.99382,3.11,0.62,9.8,5,0.2424253752
1,5.7,0.37,0.3,1.1,0.029,24,88,0.98883,3.18,0.39,11.7,6,0.0599850065
1,5.6,0.245,0.25,9.7,0.032,12,68,0.994,3.31,0.34,10.5,5,0.7944342706
1,6.7,0.27,0.3,13.9,0.029,34,131,0.9953,3.36,0.5,12,7,0.2638840156
0,10,0.58,0.22,1.9,0.08,9,32,0.9974,3.13,0.55,9.5,5,0.6093059741
1,6.9,0.32,0.15,8.1,0.046,51,180,0.9958,3.13,0.45,8.9,5,0.1529607638
1,7.2,0.34,0.3,8.4,0.051,40,167,0.99756,3.48,0.62,9.7,5,0.4069447229
1,7.1,0.18,0.26,1.3,0.041,20,71,0.9926,3.04,0.74,9.9,6,0.4737792402
1,7.4,0.22,0.33,2,0.045,31,101,0.9931,3.42,0.55,11.4,5,0.0149973533
1,6.6,0.35,0.29,14.4,0.044,54,177,0.9991,3.17,0.58,8.9,6,0.5587690987
1,5.7,0.32,0.38,4.75,0.033,23,94,0.991,3.42,0.42,11.8,7,0.7318993034
1,5.6,0.23,0.29,3.1,0.023,19,89,0.99068,3.25,0.51,11.2,6,0.1841624889
1,7.6,0.285,0.32,14.6,0.063,32,201,0.998,3,0.45,9.2,5,0.6445433998
0,8.3,0.33,0.42,2.3,0.07,9,20,0.99426,3.38,0.77,12.7,7,0.3546741349
0,6.8,0.61,0.2,1.8,0.077,11,65,0.9971,3.54,0.58,9.3,5,0.7166889296
1,6.6,0.22,0.35,1.4,0.05,23,83,0.99019,3.17,0.48,12,7,0.2434443024
1,6.5,0.28,0.28,20.4,0.041,40,144,1.0002,3.14,0.38,8.7,5,0.0638063024
0,8,0.62,0.33,2.7,0.088,16,37,0.9972,3.31,0.58,10.7,6,0.6391730895
1,6.6,0.36,0.47,1.4,0.145,26,124,0.99274,3.09,0.56,10.1,6,0.9375351518
1,6.5,0.24,0.38,1,0.027,31,90,0.98926,3.24,0.36,12.3,6,0.005633845
1,6.2,0.32,0.24,4.1,0.051,34,149,0.99306,3.36,0.52,11,5,0.6854439846
1,7.1,0.43,0.3,6.6,0.025,15,138,0.99126,3.18,0.46,12.6,6,0.5735988864
1,6.2,0.2,0.25,15,0.055,8,120,0.99767,3.19,0.53,9.6,6,0.7675646024
1,7.1,0.26,0.3,2,0.031,13,128,0.9917,3.19,0.49,11.4,5,0.7995297243
1,5.8,0.2,0.16,1.4,0.042,44,99,0.98912,3.23,0.37,12.2,6,0.6017261765
1,6.2,0.23,0.36,17.2,0.039,37,130,0.99946,3.23,0.43,8.8,6,0.9508721721
1,5.6,0.32,0.33,7.4,0.037,25,95,0.99268,3.25,0.49,11.1,6,0.2365663266
